TotalLoadMW,ForecastTotalLoadMw,IdDate,IdMacroZone
1525.15,1536.09,7010,5
449.25,452.48,7010,6
2041.28,2055.93,7010,3
27448,27645,7010,8
2336.05,2343.17,7011,2
15602.77,15650.33,7011,1
4341.74,4354.97,7011,4
1479.47,1483.98,7011,5
756.88,759.19,7011,7
436.8,438.13,7011,6
1947.29,1953.23,7011,3
26901,26983,7011,8
769.18,757,7012,7
2390.2,2352.36,7012,2
15841.85,15591.03,7012,1
4413.87,4343.98,7012,4
1475.65,1452.29,7012,5
439.92,432.96,7012,6
1954.33,1923.39,7012,3
27285,26853,7012,8
16691.87,16121.12,7013,1
4569.95,4413.69,7013,4
1553.07,1499.97,7013,5
785.37,758.52,7013,7
2470.35,2385.88,7013,2
458.42,442.74,7013,6
2043.97,1974.08,7013,3
28573,27596,7013,8
859.85,816.69,7014,7
2825.42,2683.61,7014,2
19226.44,18261.48,7014,1
5448.21,5174.77,7014,4
1778.17,1688.93,7014,5
547.82,520.33,7014,6
2309.08,2193.19,7014,3
32995,31339,7014,8
3369.78,3211.09,7015,2
23933.59,22806.51,7015,1
6353.81,6054.6,7015,4
1998.07,1903.98,7015,5
961.73,916.44,7015,7
626.35,596.85,7015,6
2614.67,2491.54,7015,3
39858,37981,7015,8
1048.61,1028.85,7016,7
3675.37,3606.14,7016,2
26591.95,26091.04,7016,1
6837.23,6708.44,7016,4
2177.89,2136.87,7016,5
661.52,649.06,7016,6
2857.43,2803.6,7016,3
43850,43024,7016,8
2365.57,2342.02,7017,5
1071.74,1061.07,7017,7
4101.33,4060.5,7017,2
27569.92,27295.44,7017,1
7306.14,7233.4,7017,4
713.5,706.4,7017,6
2975.8,2946.17,7017,3
46104,45645,7017,8
990.27,1002.36,7018,7
4142.25,4192.85,7018,2
27408.53,27743.32,7018,1
7329.05,7418.58,7018,4
2342.35,2370.96,7018,5
693.9,702.38,7018,6
2938.66,2974.56,7018,3
45845,46405,7018,8
4077.69,4114.5,7019,2
27430.42,27678.05,7019,1
7257.7,7323.21,7019,4
2238.17,2258.37,7019,5
1018.26,1027.45,7019,7
688.22,694.43,7019,6
2817.55,2842.99,7019,3
45528,45939,7019,8
968.67,982.49,7020,7
3922.2,3978.15,7020,2
26324.46,26699.96,7020,1
6928.99,7027.82,7020,4
2159.34,2190.14,7020,5
655.83,665.18,7020,6
2785.52,2825.25,7020,3
43745,44369,7020,8
24999.71,25518.44,7021,1
6856.84,6999.11,7021,4
2134.89,2179.19,7021,5
1030.91,1052.3,7021,7
3689.01,3765.55,7021,2
640.02,653.3,7021,6
2673.64,2729.11,7021,3
42025,42897,7021,8
996.32,995.46,7022,7
3884.85,3881.53,7022,2
25848.8,25826.68,7022,1
6862.17,6856.29,7022,4
2208.62,2206.73,7022,5
650.62,650.07,7022,6
2787.63,2785.24,7022,3
43239,43202,7022,8
3986.37,3970.6,7023,2
26479.42,26374.66,7023,1
6985.48,6957.84,7023,4
2242.27,2233.4,7023,5
957.06,953.28,7023,7
701.01,698.23,7023,6
2883.4,2871.99,7023,3
44235,44060,7023,8
933.22,939.23,7024,7
4007.17,4032.97,7024,2
26418.84,26588.94,7024,1
7016.89,7062.07,7024,4
2271.91,2286.54,7024,5
689.35,693.79,7024,6
2927.63,2946.48,7024,3
44265,44550,7024,8
7047.69,7089.01,7025,4
2184.1,2196.9,7025,5
1014.11,1020.06,7025,7
3881.35,3904.11,7025,2
25986.41,26138.79,7025,1
706.28,710.42,7025,6
2839.07,2855.72,7025,3
43659,43915,7025,8
989.21,991,7026,7
3768.76,3775.58,7026,2
25540.74,25586.95,7026,1
7104.3,7117.15,7026,4
2253.5,2257.58,7026,5
701.06,702.33,7026,6
2749.44,2754.41,7026,3
43107,43185,7026,8
3960.97,3847.72,7027,2
27117.8,26342.47,7027,1
7828.18,7604.36,7027,4
2603.83,2529.38,7027,5
1092.19,1060.97,7027,7
838.87,814.88,7027,6
3181.17,3090.22,7027,3
46623,45290,7027,8
1136.65,1153.54,7028,7
3811.89,3868.53,7028,2
25629.96,26010.81,7028,1
7752.96,7868.17,7028,4
2629.11,2668.18,7028,5
840.87,853.37,7028,6
3219.56,3267.4,7028,3
45021,45690,7028,8
23754.03,24229.78,7029,1
7225.19,7369.9,7029,4
2456.83,2506.03,7029,5
1092.72,1114.6,7029,7
3564.09,3635.48,7029,2
748.15,763.13,7029,6
3049.99,3111.08,7029,3
41891,42730,7029,8
994.7,1029.33,7030,7
3245.68,3358.69,7030,2
21310.12,22052.09,7030,1
6554.83,6783.06,7030,4
2210.91,2287.89,7030,5
677.91,701.51,7030,6
2773.84,2870.42,7030,3
37768,39083,7030,8
2981.65,3052.96,7031,2
19189.55,19648.45,7031,1
5920.76,6062.35,7031,4
2002.74,2050.63,7031,5
929.89,952.13,7031,7
606.14,620.64,7031,6
2491.27,2550.84,7031,3
34122,34938,7031,8
2598.61,2602.59,7032,2
17692.2,17719.27,7032,1
5054.71,5062.44,7032,4
1738.49,1741.15,7032,5
844.69,845.99,7032,7
517.56,518.35,7032,6
2267.74,2271.21,7032,3
30714,30761,7032,8
1580.97,1608.97,7033,5
816.16,830.62,7033,7
2490.59,2534.7,7033,2
16565.58,16858.92,7033,1
4563.37,4644.18,7033,4
503.52,512.43,7033,6
2110.81,2148.19,7033,3
28631,29138,7033,8
774.08,795.27,7034,7
2378.87,2443.98,7034,2
15644.39,16072.54,7034,1
4315.73,4433.84,7034,4
1502.54,1543.66,7034,5
455.78,468.25,7034,6
1894.61,1946.46,7034,3
26966,27704,7034,8
2402.64,2449.93,7035,2
15361.38,15663.77,7035,1
4234.37,4317.73,7035,4
1456.63,1485.3,7035,5
773.89,789.12,7035,7
460.94,470.01,7035,6
1827.16,1863.13,7035,3
26517,27039,7035,8
778.43,792.75,7036,7
2403.55,2447.76,7036,2
15349.06,15631.4,7036,1
4268.22,4346.73,7036,4
1462.75,1489.65,7036,5
468.65,477.27,7036,6
1799.35,1832.45,7036,3
26530,27018,7036,8
16053.22,16100.16,7037,1
4459.41,4472.45,7037,4
1485.5,1489.84,7037,5
801.78,804.13,7037,7
2494.05,2501.34,7037,2
476.47,477.86,7037,6
1933.58,1939.23,7037,3
27704,27785,7037,8
875.21,846.72,7038,7
2860.19,2767.08,7038,2
18974.84,18357.12,7038,1
5068.06,4903.07,7038,4
1694.19,1639.04,7038,5
559.13,540.93,7038,6
2252.37,2179.04,7038,3
32284,31233,7038,8
3519.02,3336.17,7039,2
23527.23,22304.71,7039,1
6179.1,5858.02,7039,4
1950.04,1848.71,7039,5
988.27,936.92,7039,7
661.5,627.13,7039,6
2703.85,2563.35,7039,3
39529,37475,7039,8
1072.28,1046.16,7040,7
3904.07,3808.97,7040,2
26869.64,26215.1,7040,1
6610.41,6449.38,7040,4
2146.28,2093.99,7040,5
724.02,706.38,7040,6
2844.31,2775.02,7040,3
44171,43095,7040,8
6921.05,6880.69,7041,4
2233.78,2220.75,7041,5
1077.19,1070.91,7041,7
4117.59,4093.57,7041,2
28267.34,28102.47,7041,1
738.02,733.71,7041,6
2936.04,2918.91,7041,3
46291,46021,7041,8
1048,1045.13,7042,7
4336.15,4324.24,7042,2
28212.27,28134.8,7042,1
7197.55,7177.79,7042,4
2135.34,2129.48,7042,5
699.93,698.01,7042,6
2985.76,2977.57,7042,3
46615,46487,7042,8
4212.21,4182.62,7043,2
28723.56,28521.79,7043,1
6996.27,6947.12,7043,4
2168.15,2152.92,7043,5
1029.4,1022.17,7043,7
719.6,714.55,7043,6
2701.8,2682.82,7043,3
46551,46224,7043,8
977.57,960,7044,7
4292.75,4215.59,7044,2
28122.22,27616.73,7044,1
7249.42,7119.12,7044,4
2114.63,2076.62,7044,5
743.78,730.41,7044,6
2563.62,2517.54,7044,3
46064,45236,7044,8
26702.59,26202.92,7045,1
7280.05,7143.82,7045,4
2099.74,2060.45,7045,5
1028.48,1009.24,7045,7
4125.35,4048.16,7045,2
706.53,693.31,7045,6
2413.26,2368.1,7045,3
44356,43526,7045,8
919.96,900.75,7046,7
4063.82,3978.94,7046,2
27637.16,27059.92,7046,1
6839.93,6697.07,7046,4
2133.79,2089.23,7046,5
743.28,727.76,7046,6
2380.05,2330.34,7046,3
44718,43784,7046,8
4197.69,4209.22,7047,2
27183.89,27258.53,7047,1
7000.75,7019.98,7047,4
2064.8,2070.47,7047,5
948.35,950.96,7047,7
729.18,731.18,7047,6
2671.33,2678.66,7047,3
44796,44919,7047,8
4049.84,4088.79,7048,2
27343.56,27606.52,7048,1
6886.92,6953.14,7048,4
1961.25,1980.11,7048,5
1101.34,1111.93,7048,7
685.15,691.74,7048,6
2581.94,2606.77,7048,3
44610,45039,7048,8
7000.66,7135.56,7049,4
2013.1,2051.89,7049,5
991.5,1010.6,7049,7
3870.78,3945.37,7049,2
26296.22,26802.91,7049,1
713.58,727.33,7049,6
2760.16,2813.35,7049,3
43646,44487,7049,8
1026.84,1043.87,7050,7
3784.3,3847.04,7050,2
25911.39,26340.98,7050,1
7161.22,7279.95,7050,4
2144.28,2179.83,7050,5
661.13,672.09,7050,6
2859.84,2907.25,7050,3
43549,44271,7050,8
3944.12,3887.71,7051,2
27391.71,26999.89,7051,1
7845.56,7733.33,7051,4
2380.71,2346.65,7051,5
1113.17,1097.25,7051,7
800.52,789.07,7051,6
3083.21,3039.1,7051,3
46559,45893,7051,8
1142.25,1156.19,7052,7
3747.98,3793.73,7052,2
25769.71,26084.21,7052,1
7824.34,7919.83,7052,4
2405.34,2434.69,7052,5
817.24,827.21,7052,6
2949.15,2985.14,7052,3
44656,45201,7052,8
23561.73,23934.69,7053,1
7138.89,7251.89,7053,4
2285.49,2321.67,7053,5
1090.87,1108.13,7053,7
3479.2,3534.28,7053,2
764.88,776.99,7053,6
2931.94,2978.35,7053,3
41253,41906,7053,8
1001.27,1035.14,7054,7
3152.17,3258.8,7054,2
20953.17,21661.97,7054,1
6442.61,6660.55,7054,4
2033.82,2102.62,7054,5
679.92,702.92,7054,6
2659.04,2748.99,7054,3
36922,38171,7054,8
2830.04,2902.47,7055,2
19140.83,19630.68,7055,1
5792.03,5940.26,7055,4
1805.26,1851.46,7055,5
941.7,965.8,7055,7
596.02,611.27,7055,6
2499.12,2563.07,7055,3
33605,34465,7055,8
2528.65,2560.47,7056,2
17373.09,17591.72,7056,1
5072.47,5136.3,7056,4
1665.48,1686.43,7056,5
865.63,876.52,7056,7
536.99,543.75,7056,6
2233.71,2261.82,7056,3
30276,30657,7056,8
16360.57,16751.7,7057,1
4713.83,4826.52,7057,4
1582.39,1620.22,7057,5
825.73,845.47,7057,7
2340.53,2396.48,7057,2
489.55,501.25,7057,6
1880.41,1925.36,7057,3
28193,28867,7057,8
806.14,816.96,7058,7
2265.52,2295.94,7058,2
15754.35,15965.91,7058,1
4366.68,4425.32,7058,4
1517.43,1537.81,7058,5
468.93,475.23,7058,6
1927.95,1953.83,7058,3
27107,27471,7058,8
2233.77,2262.46,7059,2
15482.16,15681.02,7059,1
4331.9,4387.54,7059,4
1462.1,1480.88,7059,5
797.73,807.98,7059,7
463.14,469.08,7059,6
1856.21,1880.05,7059,3
26627,26969,7059,8
2205.97,2226.46,7060,2
15466.53,15610.15,7060,1
4278.05,4317.78,7060,4
1503.82,1517.78,7060,5
796.33,803.72,7060,7
465.02,469.34,7060,6
1884.29,1901.78,7060,3
26600,26847,7060,8
2268.79,2251.16,7061,2
16192.75,16066.89,7061,1
4403,4368.78,7061,4
1602.69,1590.24,7061,5
816.96,810.61,7061,7
499.34,495.46,7061,6
2006.47,1990.87,7061,3
27790,27574,7061,8
2636.06,2549.42,7062,2
18838.15,18218.96,7062,1
5070.64,4903.97,7062,4
1733.7,1676.72,7062,5
899.8,870.22,7062,7
566.32,547.7,7062,6
2291.33,2216.01,7062,3
32036,30983,7062,8
655.38,622.49,7063,6
3291.11,3125.95,7063,2
23298.69,22129.46,7063,1
6279.98,5964.83,7063,4
2002.29,1901.8,7063,5
1026.85,975.32,7063,7
2780.7,2641.15,7063,3
39335,37361,7063,8
1100.91,1069.23,7064,7
3728.88,3621.58,7064,2
26926.66,26151.83,7064,1
6794.87,6599.34,7064,4
2158.64,2096.52,7064,5
677.41,657.92,7064,6
2920.63,2836.59,7064,3
44308,43033,7064,8
1123.72,1117.12,7065,7
4054.39,4030.61,7065,2
28095.47,27930.64,7065,1
7018.89,6977.71,7065,4
2165.61,2152.9,7065,5
662.45,658.56,7065,6
3072.48,3054.45,7065,3
46193,45922,7065,8
4134.02,4196.08,7066,2
27501.76,27914.55,7066,1
7164.44,7271.98,7066,4
2206,2239.11,7066,5
1154.69,1172.02,7066,7
647.99,657.72,7066,6
3028.11,3073.56,7066,3
45837,46525,7066,8
1093.2,1124.31,7067,7
4100.08,4216.73,7067,2
27186.88,27960.41,7067,1
7130.66,7333.54,7067,4
2139.32,2200.19,7067,5
621.14,638.82,7067,6
2997.72,3083.01,7067,3
45269,46557,7067,8
25973.84,27031.24,7068,1
7240.15,7534.9,7068,4
1913.84,1991.75,7068,5
1035.83,1078,7068,7
4134.49,4302.8,7068,2
551.03,573.46,7068,6
2874.83,2991.86,7068,3
43724,45504,7068,8
1033.9,1059.27,7069,7
3984.52,4082.26,7069,2
24597.19,25200.58,7069,1
7202.2,7378.88,7069,4
2214.98,2269.31,7069,5
692.34,709.33,7069,6
2588.87,2652.38,7069,3
42314,43352,7069,8
3813.06,3852.89,7070,2
25792.59,26062.03,7070,1
6880.72,6952.6,7070,4
1920.82,1940.89,7070,5
970.79,980.93,7070,7
636.47,643.11,7070,6
2392.56,2417.55,7070,3
42407,42850,7070,8
938.94,949.79,7071,7
3862.81,3907.44,7071,2
25464.74,25758.99,7071,1
7093.36,7175.32,7071,4
2098.03,2122.28,7071,5
658.97,666.58,7071,6
2634.15,2664.59,7071,3
42751,43245,7071,8
7215.67,7237.64,7072,4
2262.57,2269.46,7072,5
1000.38,1003.43,7072,7
3903.2,3915.08,7072,2
25576.6,25654.46,7072,1
686.14,688.23,7072,6
2718.44,2726.71,7072,3
43363,43495,7072,8
995.42,998.53,7073,7
3871.93,3884.05,7073,2
25127.22,25205.88,7073,1
7112.43,7134.7,7073,4
2161.03,2167.79,7073,5
649.97,652.01,7073,6
2884.01,2893.04,7073,3
42802,42936,7073,8
3668.42,3657.26,7074,2
25293.83,25216.88,7074,1
7044.19,7022.76,7074,4
2280.11,2273.17,7074,5
1010.63,1007.56,7074,7
695.13,693.02,7074,6
3067.69,3058.36,7074,3
43060,42929,7074,8
1105.04,1062.68,7075,7
3922.67,3772.27,7075,2
27279.67,26233.78,7075,1
7688.79,7394,7075,4
2556.01,2458.01,7075,5
849.94,817.35,7075,6
3285.88,3159.9,7075,3
46688,44898,7075,8
25353.56,25270.28,7076,1
7576.23,7551.34,7076,4
2609.09,2600.52,7076,5
1123.58,1119.89,7076,7
3718.73,3706.52,7076,2
898.1,895.15,7076,6
3169.71,3159.3,7076,3
44449,44303,7076,8
1062.83,1066.18,7077,7
3409.15,3419.9,7077,2
23093.07,23165.91,7077,1
7053.93,7076.18,7077,4
2428.25,2435.91,7077,5
795.3,797.81,7077,6
3057.47,3067.11,7077,3
40900,41029,7077,8
3094.07,3139.63,7078,2
20877.47,21184.89,7078,1
6339.09,6432.43,7078,4
2160.87,2192.69,7078,5
968.13,982.38,7078,7
670.73,680.61,7078,6
2833.64,2875.37,7078,3
36944,37488,7078,8
925.13,927.38,7079,7
2853.98,2860.92,7079,2
19196.66,19243.33,7079,1
5894.51,5908.84,7079,4
1962.08,1966.85,7079,5
624.33,625.85,7079,6
2680.32,2686.84,7079,3
34137,34220,7079,8
1737.2,1731.14,7080,5
843.76,840.81,7080,7
2493.42,2484.72,7080,2
17468.68,17407.74,7080,1
5075.73,5058.02,7080,4
553.43,551.5,7080,6
2497.78,2489.07,7080,3
30670,30563,7080,8
808.51,825.28,7081,7
2290.8,2338.33,7081,2
16588.52,16932.69,7081,1
4476.55,4569.43,7081,4
1625.99,1659.73,7081,5
457.24,466.73,7081,6
2093.39,2136.82,7081,3
28341,28929,7081,8
2193.47,2223.71,7082,2
15847.5,16066.04,7082,1
4192.08,4249.89,7082,4
1549.31,1570.67,7082,5
785.68,796.52,7082,7
468.29,474.75,7082,6
2011.67,2039.41,7082,3
27048,27421,7082,8
768.28,774.16,7083,7
2137.06,2153.42,7083,2
15338.93,15456.34,7083,1
4071.76,4102.93,7083,4
1431.46,1442.41,7083,5
441.51,444.89,7083,6
1940.01,1954.86,7083,3
26129,26329,7083,8
15116.8,15305.06,7084,1
3893.34,3941.82,7084,4
1391.12,1408.45,7084,5
762.12,771.61,7084,7
2055.04,2080.63,7084,2
477.92,483.87,7084,6
1919.66,1943.57,7084,3
25616,25935,7084,8
781.53,778.7,7085,7
2099,2091.38,7085,2
15251.7,15196.35,7085,1
4142.6,4127.57,7085,4
1449.54,1444.28,7085,5
482.57,480.82,7085,6
1973.06,1965.9,7085,3
26180,26085,7085,8
2285.56,2228.03,7086,2
16092.5,15687.41,7086,1
4543.82,4429.44,7086,4
1567.79,1528.32,7086,5
834.26,813.26,7086,7
488.01,475.72,7086,6
2195.07,2139.81,7086,3
28007,27302,7086,8
915.13,879.34,7087,7
2670.14,2565.69,7087,2
18124.87,17415.9,7087,1
5260.05,5054.3,7087,4
1754.07,1685.46,7087,5
562.69,540.68,7087,6
2465.05,2368.63,7087,3
31752,30510,7087,8
5604.22,5542.66,7088,4
1839.37,1819.17,7088,5
961.24,950.68,7088,7
2867.71,2836.21,7088,2
19643.64,19427.86,7088,1
586.78,580.33,7088,6
2545.05,2517.09,7088,3
34048,33674,7088,8
1023.4,1015.5,7089,7
3170.81,3146.32,7089,2
20642.24,20482.85,7089,1
6217.52,6169.51,7089,4
2057.12,2041.23,7089,5
636.75,631.84,7089,6
2643.16,2622.75,7089,3
36391,36110,7089,8
3302.1,3354.5,7090,2
20284.7,20606.58,7090,1
6606.97,6711.81,7090,4
2004.71,2036.52,7090,5
1033.44,1049.84,7090,7
554.56,563.36,7090,6
2765.52,2809.4,7090,3
36552,37132,7090,8
993.13,1007.83,7091,7
3265.93,3314.29,7091,2
19308.67,19594.61,7091,1
6555.47,6652.55,7091,4
2084.46,2115.33,7091,5
631.38,640.73,7091,6
2747.96,2788.66,7091,3
35587,36114,7091,8
18328.52,19046.3,7092,1
6441.79,6694.06,7092,4
1843.53,1915.73,7092,5
968.48,1006.4,7092,7
3179.54,3304.06,7092,2
531.21,552.01,7092,6
2642.95,2746.45,7092,3
33936,35265,7092,8
963.48,1014.14,7093,7
2897.97,3050.33,7093,2
17208.4,18113.12,7093,1
6433.19,6771.41,7093,4
1870.85,1969.21,7093,5
504.95,531.49,7093,6
2456.17,2585.3,7093,3
32335,34035,7093,8
2728.21,2839.54,7094,2
16869.16,17557.55,7094,1
6002.81,6247.77,7094,4
1890.09,1967.22,7094,5
903.07,939.92,7094,7
512.97,533.9,7094,6
2117.69,2204.1,7094,3
31024,32290,7094,8
2568.53,2634.46,7095,2
16948.74,17383.79,7095,1
5745.01,5892.48,7095,4
1893.97,1942.59,7095,5
881.35,903.97,7095,7
494.89,507.59,7095,6
2244.51,2302.12,7095,3
30777,31567,7095,8
1941.46,2024.39,7096,5
918,957.21,7096,7
2638.04,2750.73,7096,2
16570.35,17278.23,7096,1
5828.29,6077.27,7096,4
534.78,557.62,7096,6
2281.1,2378.54,7096,3
30712,32024,7096,8
909.86,937.92,7097,7
2758.55,2843.62,7097,2
17179.25,17709.01,7097,1
5966.63,6150.62,7097,4
2092.43,2156.95,7097,5
607.31,626.04,7097,6
2427.97,2502.84,7097,3
31942,32927,7097,8
2988.67,3019.94,7098,2
18503.99,18697.57,7098,1
6294.81,6360.66,7098,4
2194.39,2217.35,7098,5
982.99,993.27,7098,7
634.61,641.24,7098,6
2813.55,2842.98,7098,3
34413,34773,7098,8
1050.74,1033.82,7099,7
3344.45,3290.6,7099,2
21040.68,20701.9,7099,1
6863.84,6753.32,7099,4
2472.05,2432.25,7099,5
803.07,790.14,7099,6
2993.18,2944.98,7099,3
38568,37947,7099,8
19831.04,20413.82,7100,1
6716.86,6914.25,7100,4
2417.4,2488.45,7100,5
1046.15,1076.89,7100,7
3210.99,3305.35,7100,2
773.39,796.12,7100,6
2891.17,2976.13,7100,3
36887,37971,7100,8
995.84,1022.66,7101,7
2916.39,2994.95,7101,2
18174.07,18663.65,7101,1
6134.38,6299.63,7101,4
2204.85,2264.24,7101,5
688.02,706.55,7101,6
2778.46,2853.31,7101,3
33892,34805,7101,8
2696.72,2749.69,7102,2
16828.7,17159.25,7102,1
5633.25,5743.9,7102,4
1975.53,2014.33,7102,5
929.9,948.16,7102,7
629.97,642.35,7102,6
2615.94,2667.32,7102,3
31310,31925,7102,8
888.09,908.22,7103,7
2429.85,2484.93,7103,2
15564.67,15917.46,7103,1
5188.4,5306,7103,4
1816.46,1857.63,7103,5
618.65,632.67,7103,6
2391.88,2446.1,7103,3
28898,29553,7103,8
4700.71,4814.08,7104,4
1676.06,1716.48,7104,5
839.19,859.43,7104,7
2198.65,2251.67,7104,2
14170.12,14511.85,7104,1
534.73,547.62,7104,6
2128.54,2179.88,7104,3
26248,26881,7104,8
805.81,834.11,7105,7
1988.72,2058.57,7105,2
13729.76,14212.02,7105,1
4228.07,4376.58,7105,4
1538.69,1592.74,7105,5
478.1,494.89,7105,6
1913.87,1981.09,7105,3
24683,25550,7105,8
1881.78,1951.45,7106,2
12754.49,13226.69,7106,1
3886.82,4030.72,7106,4
1428.05,1480.92,7106,5
776.96,805.72,7106,7
446.05,462.56,7106,6
1865.87,1934.94,7106,3
23040,23893,7106,8
754.53,779.11,7107,7
1772.16,1829.89,7107,2
12376.42,12779.6,7107,1
3676.55,3796.32,7107,4
1387.51,1432.71,7107,5
447.86,462.45,7107,6
1778.96,1836.92,7107,3
22194,22917,7107,8
12226.85,12478.48,7108,1
3732.5,3809.32,7108,4
1352.92,1380.77,7108,5
749.57,765,7108,7
1741.41,1777.25,7108,2
472.31,482.03,7108,6
1736.44,1772.17,7108,3
22012,22465,7108,8
749.99,758.99,7109,7
1738.83,1759.7,7109,2
12466.43,12616.04,7109,1
3748.24,3793.22,7109,4
1310.62,1326.35,7109,5
468.76,474.38,7109,6
1766.13,1787.32,7109,3
22249,22516,7109,8
1815.03,1813.31,7110,2
13026.18,13013.84,7110,1
3927.7,3923.97,7110,4
1385.37,1384.05,7110,5
769.36,768.63,7110,7
478.77,478.32,7110,6
1810.6,1808.88,7110,3
23213,23191,7110,8
1982.99,1908.89,7111,2
14157.79,13628.77,7111,1
4163.93,4008.34,7111,4
1463.72,1409.03,7111,5
826.12,795.25,7111,7
514.56,495.33,7111,6
1993.89,1919.38,7111,3
25103,24165,7111,8
4259.47,4188.23,7112,4
1488.59,1463.69,7112,5
843.13,829.03,7112,7
2016.19,1982.47,7112,2
14608.07,14363.73,7112,1
525.51,516.72,7112,6
1967.04,1934.14,7112,3
25708,25278,7112,8
938.67,901.52,7113,7
2261.82,2172.32,7113,2
15908.97,15279.43,7113,1
4896.44,4702.69,7113,4
1821.68,1749.6,7113,5
634.29,609.19,7113,6
2170.13,2084.26,7113,3
28632,27499,7113,8
2425.34,2449.24,7114,2
16441.64,16603.62,7114,1
5235.62,5287.2,7114,4
1987.97,2007.56,7114,5
961.74,971.21,7114,7
697.08,703.95,7114,6
2193.61,2215.22,7114,3
29943,30238,7114,8
973.72,1010.13,7115,7
2526.42,2620.88,7115,2
16433.05,17047.44,7115,1
5317.16,5515.95,7115,4
2021.6,2097.18,7115,5
705.52,731.9,7115,6
2326.53,2413.52,7115,3
30304,31437,7115,8
16637.85,16863.2,7116,1
5487.66,5561.99,7116,4
2198.29,2228.07,7116,5
1073.11,1087.65,7116,7
2595.43,2630.59,7116,2
754.53,764.75,7116,6
2261.12,2291.75,7116,3
31008,31428,7116,8
1005.5,1018.92,7117,7
2434.5,2467.01,7117,2
15737.66,15947.79,7117,1
5282.55,5353.08,7117,4
2175.51,2204.55,7117,5
726.94,736.64,7117,6
2145.35,2174,7117,3
29508,29902,7117,8
2301.84,2381.02,7118,2
14910,15422.93,7118,1
4736.18,4899.11,7118,4
2085.66,2157.41,7118,5
968.85,1002.18,7118,7
691.37,715.16,7118,6
1950.11,2017.2,7118,3
27644,28595,7118,8
2326.65,2446.34,7119,2
14944.57,15713.41,7119,1
4719.91,4962.73,7119,4
1849.82,1944.98,7119,5
908.76,955.51,7119,7
638.84,671.71,7119,6
1785.46,1877.31,7119,3
27174,28572,7119,8
14919.9,15408.06,7120,1
4844.03,5002.52,7120,4
1691.67,1747.02,7120,5
866.18,894.52,7120,7
2304.35,2379.74,7120,2
561.42,579.79,7120,6
1861.46,1922.36,7120,3
27049,27934,7120,8
909.41,932.67,7121,7
2314.12,2373.31,7121,2
15212.58,15601.64,7121,1
5019.21,5147.58,7121,4
1774.05,1819.43,7121,5
568.86,583.41,7121,6
1962.77,2012.97,7121,3
27761,28471,7121,8
2525.88,2596.74,7122,2
16374.34,16833.69,7122,1
5297.72,5446.34,7122,4
1916.49,1970.26,7122,5
958.31,985.19,7122,7
627.91,645.53,7122,6
2242.34,2305.24,7122,3
29943,30783,7122,8
2936.67,2849.54,7123,2
19110.18,18543.18,7123,1
6045.76,5866.38,7123,4
2049.62,1988.81,7123,5
1027.81,997.31,7123,7
724.07,702.59,7123,6
2449.89,2377.2,7123,3
34344,33325,7123,8
2903.73,2915.79,7124,2
18741.94,18819.79,7124,1
6053.88,6079.03,7124,4
2159.69,2168.66,7124,5
1044.5,1048.84,7124,7
707.33,710.27,7124,6
2334.94,2344.63,7124,3
33946,34087,7124,8
2743.23,2800.3,7125,2
17690.67,18058.75,7125,1
5816.75,5937.77,7125,4
2028.47,2070.68,7125,5
1002.75,1023.62,7125,7
647.69,661.17,7125,6
2272.44,2319.72,7125,3
32202,32872,7125,8
2563.5,2629.85,7126,2
5432.8,5573.42,7126,4
1945.2,1995.54,7126,5
936.81,961.06,7126,7
592.46,607.8,7126,6
16232.98,16653.13,7126,1
29943,30718,7126,8
2239.25,2297.21,7126,3
27506,28307,7127,8
859.08,884.1,7127,7
2347.4,2415.76,7127,2
14879.24,15312.53,7127,1
5030.2,5176.68,7127,4
1771.84,1823.43,7127,5
545.55,561.44,7127,6
2072.7,2133.06,7127,3
2027.21,2109.07,7128,2
13164.97,13696.56,7128,1
4407.34,4585.31,7128,4
1564.89,1628.08,7128,5
806.6,839.17,7128,7
455.74,474.15,7128,6
1843.23,1917.66,7128,3
24270,25250,7128,8
783.64,819.54,7129,7
1915.84,2003.61,7129,2
12540.22,13114.7,7129,1
4060.85,4246.88,7129,4
1471.83,1539.26,7129,5
412.64,431.54,7129,6
1625.99,1700.47,7129,3
22811,23856,7129,8
12061.95,12486.14,7130,1
3903.62,4040.9,7130,4
1422.43,1472.45,7130,5
764.72,791.61,7130,7
1844.66,1909.53,7130,2
400.75,414.85,7130,6
1638.88,1696.52,7130,3
22037,22812,7130,8
745.54,766.34,7131,7
1814.9,1865.54,7131,2
12014,12349.23,7131,1
3809.99,3916.3,7131,4
1376.17,1414.57,7131,5
390.83,401.73,7131,6
1674.57,1721.3,7131,3
21826,22435,7131,8
1866.38,1908.33,7132,2
12309.42,12586.12,7132,1
3820.73,3906.61,7132,4
1365.79,1396.49,7132,5
751.23,768.11,7132,7
400.06,409.05,7132,6
1596.4,1632.29,7132,3
22110,22607,7132,8
772.32,771.24,7133,7
1941.88,1939.17,7133,2
13377.88,13359.16,7133,1
3980.73,3975.16,7133,4
1444.94,1442.92,7133,5
395.1,394.55,7133,6
1670.15,1667.82,7133,3
23583,23550,7133,8
4767.85,4557.18,7134,4
1666.32,1592.7,7134,5
863.9,825.73,7134,7
2443.2,2335.25,7134,2
16878.04,16132.3,7134,1
